pm,keyword,score
Rajiv Gandhi,banerjee angry,0.5243
Rajiv Gandhi,achieve steel production,0.5125
Rajiv Gandhi,fraud nation figures,0.4851
Rajiv Gandhi,industries petroleum electronics,0.4781
Rajiv Gandhi,feel guilty confused,0.4706
Rajiv Gandhi,hurt hon exactly,0.4592
Rajiv Gandhi,madhu,0.4515
Rajiv Gandhi,queries help,0.4435
Rajiv Gandhi,kumari mamta banerjee,0.4282
Rajiv Gandhi,rajapur,1.2354
Rajiv Gandhi,don harp,0.7694000000000001
Rajiv Gandhi,cap fits hardly,0.3668
Rajiv Gandhi,gandhi open invitation,0.7308
Rajiv Gandhi,programme steel production,0.603
Rajiv Gandhi,thousand bengal says,0.6007
Rajiv Gandhi,basis anti poverty,0.5744
Rajiv Gandhi,election publicity questioning,0.5718
Rajiv Gandhi,palayam time spent,0.5303
Rajiv Gandhi,datta telling education,0.5244
Rajiv Gandhi,does want change,0.4826
Rajiv Gandhi,hundreds dying,0.445
Rajiv Gandhi,total wrong total,0.4362
Rajiv Gandhi,mohd mahfooz,0.4302
Rajiv Gandhi,khan etah,0.4031
Rajiv Gandhi,fortunately disciplined stayed,0.4002
Rajiv Gandhi,president jayewardene,2.2309
Rajiv Gandhi,ethnic crisis purpose,0.5902
Rajiv Gandhi,amnesty granted militant,0.5766
Rajiv Gandhi,civilians killed tamils,0.5611
Rajiv Gandhi,1986,1.0281
Rajiv Gandhi,air transport sri,0.534
Rajiv Gandhi,reached low outbreak,0.511
Rajiv Gandhi,council chief powers,0.5015
Rajiv Gandhi,agreement letters obligations,0.4915
Rajiv Gandhi,1971 mrs,0.4786
Rajiv Gandhi,constitutes eastern northern,0.4658
Rajiv Gandhi,particularly,0.8754
Rajiv Gandhi,arms place defined,0.4555
Rajiv Gandhi,women children monks,0.449
Rajiv Gandhi,tools jvp,0.4285
Rajiv Gandhi,forces landed jaffna,0.7554
Rajiv Gandhi,requested air transport,0.6338
Rajiv Gandhi,letters exchanged colombo,0.6254
Rajiv Gandhi,indo sri lanka,0.6018
Rajiv Gandhi,points south response,0.5777
Rajiv Gandhi,eastern province,0.5586
Rajiv Gandhi,agreement troops gone,0.5491
Rajiv Gandhi,tragic chapter sri,0.5442
Rajiv Gandhi,heritage text agreement,0.4961
Rajiv Gandhi,leadership wish pay,0.4797
Rajiv Gandhi,tensions mistrust consolidate,0.4764
Rajiv Gandhi,placed table earliest,0.4493
Rajiv Gandhi,levels conclusion,0.4248
Rajiv Gandhi,recognition achievements seabed,0.7239
Rajiv Gandhi,accepted preparatory commission,0.6395
Rajiv Gandhi,developed developing countries,0.6312
Rajiv Gandhi,united nations hon,0.6204
Rajiv Gandhi,manganese commercial exploitation,0.6138
Rajiv Gandhi,important 40th,0.6083
Rajiv Gandhi,independence august 17,0.597
Rajiv Gandhi,claim earlier,0.5719
Rajiv Gandhi,horizons science unravel,0.5645
Rajiv Gandhi,states viz,0.5578
Rajiv Gandhi,1987,0.5561
Rajiv Gandhi,nodules source,0.5473
Rajiv Gandhi,like copper cobalt,0.5444
Rajiv Gandhi,japan ussr,0.5412
Rajiv Gandhi,recall conference law,0.5182
Rajiv Gandhi,sri lankan agreement,0.7114
Rajiv Gandhi,background operations peace,0.5782
Rajiv Gandhi,ipkf,0.5226
Rajiv Gandhi,reiterated support,0.5217
Rajiv Gandhi,refugees planned consultation,0.5144
Rajiv Gandhi,28,0.5135
Rajiv Gandhi,eastern province disarmed,0.509
Rajiv Gandhi,commissioner flew,0.4988
Rajiv Gandhi,reconstruction rehabilitation threatened,0.4853
Rajiv Gandhi,massacred 200 civilians,0.4719
Rajiv Gandhi,broadcasting facilities,0.471
Rajiv Gandhi,threatened produce,0.4453
Rajiv Gandhi,tactics weapons cause,0.4377
Rajiv Gandhi,worse island far,0.4367
Rajiv Gandhi,meetings illegal,0.4243
Rajiv Gandhi,ltte ipkf given,0.7684
Rajiv Gandhi,major casualties,0.6129
Rajiv Gandhi,jayewardene promised amnesty,0.6013
Rajiv Gandhi,population jaffna,0.5653
Rajiv Gandhi,militant groups excluded,0.5501
Rajiv Gandhi,relief rehabilitation work,0.5352
Rajiv Gandhi,monitoring committee,1.1061999999999999
Rajiv Gandhi,norm civilised,0.5151
Rajiv Gandhi,bombs murdering prisoners,0.4974
Rajiv Gandhi,does happen,0.4895
Rajiv Gandhi,devolution powers,0.489
Rajiv Gandhi,carried instructions outstanding,0.4641
Rajiv Gandhi,especially south central,0.444
Rajiv Gandhi,a11 communities,0.409
Rajiv Gandhi,electricity telephone communications,0.4067
Rajiv Gandhi,reports sinhala colonisation,0.7243
Rajiv Gandhi,lanka unitary constitution,0.6412
Rajiv Gandhi,chosen criticise agreement,0.6143
Rajiv Gandhi,security concerns region,0.6065
Rajiv Gandhi,term peace sri,0.6023
Rajiv Gandhi,president jayewardene kathmandu,0.5959
Rajiv Gandhi,east agreement signed,0.5946
Rajiv Gandhi,councils devolution powers,0.5412
Rajiv Gandhi,national discharge,0.5368
Rajiv Gandhi,refugees homes,0.4913
Rajiv Gandhi,delays foreseen unavoidable,0.4824
Rajiv Gandhi,a11,0.4757
Rajiv Gandhi,resolution issue,0.4654
Rajiv Gandhi,commonwealth communique,0.7268
Rajiv Gandhi,october summit took,0.6596
Rajiv Gandhi,democracy fiji ceased,0.5888
Rajiv Gandhi,japan support indo,0.5374
Rajiv Gandhi,evaluation impact sanctions,0.5304
Rajiv Gandhi,vancouver 13th,0.5234
Rajiv Gandhi,abroad session way,0.523
Rajiv Gandhi,played brian mulroney,0.5138
Rajiv Gandhi,uruguay round trade,0.5124
Rajiv Gandhi,africa censorship hides,0.4858
Rajiv Gandhi,presidents bangladesh,0.4819
Rajiv Gandhi,brunei australia,0.4644
Rajiv Gandhi,transit halt tokyo,0.4429
Rajiv Gandhi,welded large section,0.4317
Rajiv Gandhi,tanzania zambia,0.427
Rajiv Gandhi,international matters,0.6271
Rajiv Gandhi,lanka agreement reiterated,0.5971
Rajiv Gandhi,october harvard university,0.5805
Rajiv Gandhi,translated projects saarc,0.5583
Rajiv Gandhi,quest nuclear,0.5259
Rajiv Gandhi,summit bangalore said,0.5137
Rajiv Gandhi,jodidi memorial,0.4814
Rajiv Gandhi,pakistan unrelenting,0.4747
Rajiv Gandhi,abuse disaster management,0.4427
Rajiv Gandhi,chambers commerce york,0.4322
Rajiv Gandhi,maldives tanzania,0.4158
Rajiv Gandhi,brundland,0.4022
Rajiv Gandhi,sultan brunei australia,0.3849
Rajiv Gandhi,saarc secretariat functional,0.7302
Rajiv Gandhi,1988 kathmandu saarc,0.6917
Rajiv Gandhi,countries met march,0.5975
Rajiv Gandhi,statement regarding agreement,0.5813
Rajiv Gandhi,summit owed distinguished,0.5355
Rajiv Gandhi,ted 45 ideas,0.5061
Rajiv Gandhi,king nepal,0.4899
Rajiv Gandhi,intermediate nuclear missiles,0.4832
Rajiv Gandhi,offences terrorist political,0.4802
Rajiv Gandhi,bangalore translated projects,0.4799
Rajiv Gandhi,commenced direct telecast,0.4795
Rajiv Gandhi,drought floods,0.4753
Rajiv Gandhi,1987 nil,0.4665
Rajiv Gandhi,core economic,0.4645
Rajiv Gandhi,chair scholarships,0.4439
Rajiv Gandhi,nuclear arms reduction,0.7594
Rajiv Gandhi,gorbachev president,0.6532
Rajiv Gandhi,ussr agreed completely,0.6295
Rajiv Gandhi,agreement elimination land,0.5907
Rajiv Gandhi,historic significance world,0.5631
Rajiv Gandhi,vital beginning beginning,0.5588
Rajiv Gandhi,agreement vividly demonstrated,0.5569
Rajiv Gandhi,balance terror gives,0.5388
Rajiv Gandhi,time united,0.487
Rajiv Gandhi,really safe,0.4855
Rajiv Gandhi,comprehensive statement houses,0.4843
Rajiv Gandhi,travelling way road,0.4456
Rajiv Gandhi,details,0.4456
Rajiv Gandhi,problems verification,0.3997
Rajiv Gandhi,independence madhav reddiji,0.7009
Rajiv Gandhi,asked midterm poll,0.5995
Rajiv Gandhi,conclaves tried undo,0.5989
Rajiv Gandhi,1986 general discussions,0.577
Rajiv Gandhi,rallies hold bigger,0.5745
Rajiv Gandhi,economy society adequate,0.5659
Rajiv Gandhi,view thinking open,0.5419
Rajiv Gandhi,complaint helping,0.5204
Rajiv Gandhi,total bankruptcy,0.5064
Rajiv Gandhi,bengal dealing,0.5003
Rajiv Gandhi,bofors august 1987,0.4847
Rajiv Gandhi,surely old,0.467
Rajiv Gandhi,held just little,0.4626
Rajiv Gandhi,drop hat fact,0.4523
Rajiv Gandhi,multinationals transnational position,0.4478
Rajiv Gandhi,independence thought action,0.6694
Rajiv Gandhi,eyes west bengal,0.6272
Rajiv Gandhi,presented gandhiji jawaharlal,0.6084
Rajiv Gandhi,talked senior leader,0.6063
Rajiv Gandhi,times changed,0.5901
Rajiv Gandhi,contribution basis bombay,0.5689
Rajiv Gandhi,brokers satta ke,0.5468
Rajiv Gandhi,modernisation silent,0.5418
Rajiv Gandhi,communist parties complained,0.5317
Rajiv Gandhi,vacuum seen afraid,0.5261
Rajiv Gandhi,multinationals transnational,0.5071
Rajiv Gandhi,dalals dalals,0.493
Rajiv Gandhi,sitting benches opposite,0.4887
Rajiv Gandhi,madhav reddi,0.9379
Rajiv Gandhi,adequate just make,0.4553
Rajiv Gandhi,far right void,0.6458
Rajiv Gandhi,unions worry,0.6224
Rajiv Gandhi,survive modernisation,0.5822
Rajiv Gandhi,industrial growth impressive,0.5725
Rajiv Gandhi,governments criticism easier,0.5581
Rajiv Gandhi,start thinking poverty,0.5414
Rajiv Gandhi,thank involved specially,0.521
Rajiv Gandhi,rate say time,0.5162
Rajiv Gandhi,just perspective right,0.5026
Rajiv Gandhi,1979,0.4932
Rajiv Gandhi,grassroot village,0.4781
Rajiv Gandhi,results,0.4758
Rajiv Gandhi,occasions century statistics,0.9903
Rajiv Gandhi,drought worst recorded,0.4218
Rajiv Gandhi,administration scientists technologists,0.408
Rajiv Gandhi,drought rajasthan gujarat,0.7593
Rajiv Gandhi,governments giving long,0.5952
Rajiv Gandhi,met department says,0.5659
Rajiv Gandhi,300 rs 400,0.5441
Rajiv Gandhi,yesterday talking,0.5374
Rajiv Gandhi,worst recorded history,0.5322
Rajiv Gandhi,productive effect,0.5052
Rajiv Gandhi,rabi crop,1.0421
Rajiv Gandhi,ministers absolutely straight,0.4585
Rajiv Gandhi,punches chief,0.4465
Rajiv Gandhi,scientists technologists managers,0.4285
Rajiv Gandhi,1979 22 cent,0.3975
Rajiv Gandhi,lipai putai,0.3965
Rajiv Gandhi,drought happened 1979,0.7226
Rajiv Gandhi,centre states relations,0.6692
Rajiv Gandhi,ji remark say,0.5731
Rajiv Gandhi,22 cent,0.5152
Rajiv Gandhi,separate law,0.5132
Rajiv Gandhi,unnikrishnan,0.5033
Rajiv Gandhi,freedom press overloads,0.4828
Rajiv Gandhi,way farmer,0.4772
Rajiv Gandhi,ministers dismiss chief,0.4737
Rajiv Gandhi,tried build bridge,0.4602
Rajiv Gandhi,knees difference,0.4441
Rajiv Gandhi,khet mazdoor,0.423
Rajiv Gandhi,completely totally,0.4073
Rajiv Gandhi,law acts press,0.672
Rajiv Gandhi,unnikrishnan ji remark,0.6539
Rajiv Gandhi,foreign policy internal,0.6205
Rajiv Gandhi,lanka accord,0.6138
Rajiv Gandhi,disarmament saarc endless,0.6022
Rajiv Gandhi,janata period nation,0.5835
Rajiv Gandhi,institutions shirked away,0.5699
Rajiv Gandhi,floor said,0.5662
Rajiv Gandhi,swapo frontline,0.5659
Rajiv Gandhi,12 chairmanship,0.5567
Rajiv Gandhi,commonwealth eminent,0.5334
Rajiv Gandhi,strength seldom lost,0.4822
Rajiv Gandhi,want mirror achievements,0.451
Rajiv Gandhi,declaration path breaking,0.4256
Rajiv Gandhi,china attacking vietnam,0.3594
Rajiv Gandhi,nuclear disarmament gandhiji,0.7044
Rajiv Gandhi,diplomatic activity takes,0.628
Rajiv Gandhi,levels soviet union,0.6076
Rajiv Gandhi,policy little experience,0.5718
Rajiv Gandhi,inf,0.5656
Rajiv Gandhi,1992 aim,0.5452
Rajiv Gandhi,signed happened overnight,0.539
Rajiv Gandhi,hon cooperation signed,0.5371
Rajiv Gandhi,washington summit derives,0.5295
Rajiv Gandhi,pakistan highly uncooperative,0.5213
Rajiv Gandhi,declaration path,0.4666
Rajiv Gandhi,serves right kathmandu,0.4427
Rajiv Gandhi,tourism trade economic,0.4145
Rajiv Gandhi,embarrassing period fact,0.8168
Rajiv Gandhi,like build unfortunately,0.3921
Rajiv Gandhi,good diplomatic activity,0.6774
Rajiv Gandhi,talked industrialisation 35,0.5976
Rajiv Gandhi,vision pandit jawaharlal,0.5812
Rajiv Gandhi,road taking absolutely,0.5347
Rajiv Gandhi,reliance strong independent,0.5295
Rajiv Gandhi,mind ready 21st,0.5291
Rajiv Gandhi,trapped obsolete technologies,0.5242
Rajiv Gandhi,issue canard raised,0.5055
Rajiv Gandhi,tears public sector,0.4888
Rajiv Gandhi,plan number,0.4534
Rajiv Gandhi,16,0.8883
Rajiv Gandhi,highest investments 1980,0.4272
Rajiv Gandhi,cuba tanzania,0.4235
Rajiv Gandhi,understand constructive,0.4125
Rajiv Gandhi,public sector 1984,0.7246
Rajiv Gandhi,economy going stay,0.602
Rajiv Gandhi,highest plan number,0.5961
Rajiv Gandhi,green revolution spreading,0.5936
Rajiv Gandhi,fight corruption 18,0.5776
Rajiv Gandhi,investment making public,0.5733
Rajiv Gandhi,1987 88,0.5685
Rajiv Gandhi,complete going commitment,0.5621
Rajiv Gandhi,rs 47,0.5601
Rajiv Gandhi,marginal farmers paid,0.557
Rajiv Gandhi,irdp nrep,0.5459
Rajiv Gandhi,generating programmes lastly,0.5276
Rajiv Gandhi,sector time,0.5059
Rajiv Gandhi,paid special attention,0.5035
Rajiv Gandhi,cardinal principle philosophy,0.4931
Rajiv Gandhi,test firing prithvi,0.7319
Rajiv Gandhi,efforts defence research,0.6512
Rajiv Gandhi,specifications successful,0.5992
Rajiv Gandhi,nation justly proud,0.5786
Rajiv Gandhi,missiles class,0.5751
Rajiv Gandhi,milestone,0.5722
Rajiv Gandhi,reliance areas high,0.5384
Rajiv Gandhi,advanced inertial navigation,0.5233
Rajiv Gandhi,indigenous design,0.5215
Rajiv Gandhi,stress foreign,0.5033
Rajiv Gandhi,23 forenoon,0.4986
Rajiv Gandhi,scientists technologists notable,0.497
Rajiv Gandhi,km different types,0.4933
Rajiv Gandhi,used number necessary,0.4783
Rajiv Gandhi,joins select,0.3716
Rajiv Gandhi,green revolution,0.7462
Rajiv Gandhi,despite subsidies economy,0.6232
Rajiv Gandhi,tradition congratulate 1987,0.6069
Rajiv Gandhi,parliamentary,0.6027
Rajiv Gandhi,indiraji ensured,0.6022
Rajiv Gandhi,interesting comments,0.5908
Rajiv Gandhi,gujarat rajasthan drought,0.5854
Rajiv Gandhi,begging bowl,0.5439
Rajiv Gandhi,scientists trust performance,0.5333
Rajiv Gandhi,farsightedness given,0.5194
Rajiv Gandhi,handloom weavers sections,0.5117
Rajiv Gandhi,resilience strength resilience,0.5102
Rajiv Gandhi,weather 1966,0.4914
Rajiv Gandhi,severest surcharges taxes,0.4731
Rajiv Gandhi,sound secure drive,0.4393
Rajiv Gandhi,programme green revolution,0.7538
Rajiv Gandhi,84 record foodgrains,0.5892
Rajiv Gandhi,kisan backbone economy,0.5711
Rajiv Gandhi,scientific community galvanised,0.5563
Rajiv Gandhi,drought curtailed hydel,0.5537
Rajiv Gandhi,demands hold farmer,0.5503
Rajiv Gandhi,44,0.5384
Rajiv Gandhi,industrial policies clearly,1.1439
Rajiv Gandhi,ensure levelling output,0.5093
Rajiv Gandhi,planning commission,0.5025
Rajiv Gandhi,remains regain seventh,0.4816
Rajiv Gandhi,asked finance look,0.4806
Rajiv Gandhi,primary cause,0.4602
Rajiv Gandhi,50 cent 1983,0.4556
Rajiv Gandhi,cent railway,0.8966000000000001
Rajiv Gandhi,drought 1979 80,0.7609
Rajiv Gandhi,coal production increased,0.6658
Rajiv Gandhi,planning achieved 86,0.6089
Rajiv Gandhi,period socialism,0.592
Rajiv Gandhi,deficit deploying monetary,0.5816
Rajiv Gandhi,productivity profitability levels,0.5765
Rajiv Gandhi,sector area major,0.567
Rajiv Gandhi,wish public sector,0.5648
Rajiv Gandhi,room complacency impact,0.5282
Rajiv Gandhi,load factor gone,0.5251
Rajiv Gandhi,sitting opposite benches,0.4728
Rajiv Gandhi,edible oil,0.4562
Rajiv Gandhi,poverty elimination,0.7531
Rajiv Gandhi,labour policy bleed,0.6631
Rajiv Gandhi,eighth plan,0.5733
Rajiv Gandhi,programmes hon complained,0.5618
Rajiv Gandhi,parties interests small,0.5468
Rajiv Gandhi,earmarked large,0.5437
Rajiv Gandhi,productivity increased wages,0.5389
Rajiv Gandhi,properly second,0.5342
Rajiv Gandhi,management unthinking trade,0.5171
Rajiv Gandhi,outdated,0.502
Rajiv Gandhi,growth constant,0.4991
Rajiv Gandhi,leakages bad,0.4985
Rajiv Gandhi,education,0.4874
Rajiv Gandhi,galloping sickness,0.4837
Rajiv Gandhi,worker threatening,0.4758
Rajiv Gandhi,district plans asked,0.7273
Rajiv Gandhi,formulation eighth,0.6216
Rajiv Gandhi,partnership democratic institutions,0.6023
Rajiv Gandhi,president rule security,0.602
Rajiv Gandhi,national objectives national,0.5985
Rajiv Gandhi,make truly responsive,0.5626
Rajiv Gandhi,tripura state given,0.5605
Rajiv Gandhi,grassroot,0.5603
Rajiv Gandhi,communalism overwhelmingly communal,0.5349
Rajiv Gandhi,elected leadership failed,0.5224
Rajiv Gandhi,april outbreak,0.5177
Rajiv Gandhi,impressed workshops dedication,0.511
Rajiv Gandhi,declining invitation,0.4919
Rajiv Gandhi,violence alas innocent,0.4907
Rajiv Gandhi,flared meerut,0.4637
Rajiv Gandhi,tensions marginalise communalists,0.7782
Rajiv Gandhi,social disorders,0.6012
Rajiv Gandhi,vidyalayas established background,0.5892
Rajiv Gandhi,alien ideologies state,0.5861
Rajiv Gandhi,assistance responsibility,0.5503
Rajiv Gandhi,change attitudes,0.5488
Rajiv Gandhi,good schools,0.5353
Rajiv Gandhi,languages different cultures,0.5293
Rajiv Gandhi,ethos enterprise initiative,0.5275
Rajiv Gandhi,students overwhelmingly,0.513
Rajiv Gandhi,time children poorest,0.4767
Rajiv Gandhi,moorings millions,0.4738
Rajiv Gandhi,girls navodaya,0.4707
Rajiv Gandhi,farflung,0.4617
Rajiv Gandhi,legislated just women,0.4438
Rajiv Gandhi,problem indiraji talks,0.6946
Rajiv Gandhi,senile growing younger,0.6223
Rajiv Gandhi,gorbachev initiative withdraw,0.5586
Rajiv Gandhi,geneva accord signed,0.5564
Rajiv Gandhi,youth programmes sports,0.5521
Rajiv Gandhi,integrity sri lanka,0.5476
Rajiv Gandhi,said occupations political,0.5438
Rajiv Gandhi,pakistan working visit,0.5357
Rajiv Gandhi,minorities average exceptionally,0.5195
Rajiv Gandhi,reagan beginning june,0.4985
Rajiv Gandhi,devolution powers provincial,1.0051
Rajiv Gandhi,afghanistan remain indifferent,0.483
Rajiv Gandhi,contribution contribution,0.4789
Rajiv Gandhi,najib end recognition,0.4684
Rajiv Gandhi,monitoring deployment,0.4403
Rajiv Gandhi,tamils determined ballot,0.6361
Rajiv Gandhi,days implementation agreement,0.6334
Rajiv Gandhi,refugees steady,0.5345
Rajiv Gandhi,13,0.5279
Rajiv Gandhi,elections middle,0.5155
Rajiv Gandhi,tribute gallantry soldiers,0.4874
Rajiv Gandhi,task ipkf protect,0.4768
Rajiv Gandhi,homeland opportunity pay,0.4758
Rajiv Gandhi,larger vision mattered,0.473
Rajiv Gandhi,deplorable credence malicious,0.4639
Rajiv Gandhi,agree entirely,0.4635
Rajiv Gandhi,rank human civilization,0.4581
Rajiv Gandhi,box barrel gun,0.3776
Rajiv Gandhi,drought 1977 78,0.7021
Rajiv Gandhi,talked democracy,0.6134
Rajiv Gandhi,indiraji called elections,0.601
Rajiv Gandhi,dandavate ji agrees,0.5801
Rajiv Gandhi,remind hon,0.5666
Rajiv Gandhi,true colours colour,0.5237
Rajiv Gandhi,melas feeling guilty,0.5217
Rajiv Gandhi,preceding given momentum,0.5187
Rajiv Gandhi,destroyed prof madhu,0.5163
Rajiv Gandhi,bankura holding loan,0.5075
Rajiv Gandhi,basudeb acharia,0.4575
Rajiv Gandhi,chowdhary katwa,0.4485
Rajiv Gandhi,fairfax fairfax bofors,0.441
Rajiv Gandhi,ago saifuddin,0.4076
Rajiv Gandhi,threats integrity security,0.3996
Rajiv Gandhi,cabinet mr sit,1.4261
Rajiv Gandhi,interview given alleged,0.6533
Rajiv Gandhi,mundhra scandal,0.6261
Rajiv Gandhi,prof madhu,0.5847
Rajiv Gandhi,time misused aspersion,0.5766
Rajiv Gandhi,election sense 30,0.5696
Rajiv Gandhi,dandavate,0.5622
Rajiv Gandhi,feroze gandhi fully,0.5509
Rajiv Gandhi,directions request home,0.5192
Rajiv Gandhi,rightly specifically,0.4703
Rajiv Gandhi,security safety think,0.4504
Rajiv Gandhi,tewary,0.4201
Rajiv Gandhi,gupta basirhat,0.4066
Rajiv Gandhi,amon point,0.3948
Rajiv Gandhi,midnapore hold election,0.5812
Rajiv Gandhi,home responsible finding,0.5561
Rajiv Gandhi,did tripura meghalaya,0.55
Rajiv Gandhi,saying does,0.5233
Rajiv Gandhi,kept informed groucho,0.4923
Rajiv Gandhi,directed basudeb acharia,0.4701
Rajiv Gandhi,newspapers refuted,0.4669
Rajiv Gandhi,west bengal block,0.4648
Rajiv Gandhi,know tnv murders,0.4582
Rajiv Gandhi,planning commission aggressive,0.4579
Rajiv Gandhi,vijayawada capital,0.4456
Rajiv Gandhi,amal datta diamond,0.3994
Rajiv Gandhi,sobhanadreeswara,0.8048
Rajiv Gandhi,century 8th century,0.3867
Rajiv Gandhi,vidyalayain,0.6373
Rajiv Gandhi,tamils killed statement,0.5969
Rajiv Gandhi,change parties violence,0.5863
Rajiv Gandhi,defence pant chance,0.5458
Rajiv Gandhi,know planning commission,0.5387
Rajiv Gandhi,governments refusing,0.5333
Rajiv Gandhi,number navodaya,0.5305
Rajiv Gandhi,know tnv,0.497
Rajiv Gandhi,40 independence state,0.4861
Rajiv Gandhi,list bhatia amritsar,0.4722
Rajiv Gandhi,satellite irs 1a,0.4646
Rajiv Gandhi,meaning mr sit,0.4571
Rajiv Gandhi,young somu innocent,0.4538
Rajiv Gandhi,discharge responsibilities,0.4203
Rajiv Gandhi,concurrent list,0.3891
Rajiv Gandhi,satellite irs ia,0.772
Rajiv Gandhi,isro,0.6798
Rajiv Gandhi,spacecraft sweeps second,0.6263
Rajiv Gandhi,world usa ussr,0.5643
Rajiv Gandhi,baikanour cosmodrome,0.564
Rajiv Gandhi,1a weighs 975,0.5498
Rajiv Gandhi,fabricated indigenously,0.5321
Rajiv Gandhi,france japan accomplished,0.5217
Rajiv Gandhi,extending heartiest congratulations,0.4826
Rajiv Gandhi,launcher automatic deployment,0.4823
Rajiv Gandhi,maintaining temperature,0.4759
Rajiv Gandhi,art cameras camera,0.4736
Rajiv Gandhi,centre bangalore,0.4716
Rajiv Gandhi,stations lucknow mauritius,0.4403
Rajiv Gandhi,foreign policy given,0.7307
Rajiv Gandhi,peaceful coexistence talking,0.6719
Rajiv Gandhi,arms race nuclear,0.5931
Rajiv Gandhi,started lndiraji 1984,0.5724
